budget,subsidy_policy,policy_label,seed,final_L,concentration,lock_state,success,time_to_success,total_subsidy_spend,roi,final_multi_share
120,uniform,统一补贴,6134,0.09166666666666667,0.8334722222222222,B_lock,0.0,,8400.0,-2.4801587301587298e-05,0.0
120,uniform,统一补贴,6135,0.06833333333333333,0.8726722222222221,B_lock,0.0,,8400.0,-2.757936507936508e-05,0.0
120,uniform,统一补贴,6136,0.10500000000000001,0.8120499999999999,B_lock,0.0,,8400.0,-2.321428571428571e-05,0.0
120,uniform,统一补贴,6137,0.08499999999999999,0.8444500000000001,B_lock,0.0,,8400.0,-2.5595238095238093e-05,0.0
120,uniform,统一补贴,6138,0.07,0.8697999999999999,B_lock,0.0,,8400.0,-2.738095238095238e-05,0.0
120,uniform,统一补贴,6139,0.095,0.82805,B_lock,0.0,,8400.0,-2.4404761904761902e-05,0.0
120,uniform,统一补贴,6140,0.13333333333333333,0.768888888888889,B_lock,0.0,,8400.0,-1.984126984126984e-05,0.0
120,uniform,统一补贴,6141,0.08,0.8528,B_lock,0.0,,8400.0,-2.619047619047619e-05,0.0
120,uniform,统一补贴,6142,0.135,0.7664500000000001,B_lock,0.0,,8400.0,-1.964285714285714e-05,0.0
120,uniform,统一补贴,6143,0.11166666666666666,0.8016055555555555,B_lock,0.0,,8400.0,-2.242063492063492e-05,0.0
120,uniform,统一补贴,6144,0.12833333333333333,0.7762722222222223,B_lock,0.0,,8400.0,-2.0436507936507937e-05,0.0
120,uniform,统一补贴,6145,0.10166666666666666,0.8173388888888888,B_lock,0.0,,8400.0,-2.361111111111111e-05,0.0
120,uniform,统一补贴,6146,0.10666666666666666,0.8094222222222223,B_lock,0.0,,8400.0,-2.3015873015873015e-05,0.0
120,uniform,统一补贴,6147,0.06,0.8872,B_lock,0.0,,8400.0,-2.857142857142857e-05,0.0
120,uniform,统一补贴,6148,0.095,0.82805,B_lock,0.0,,8400.0,-2.4404761904761902e-05,0.0
120,uniform,统一补贴,6149,0.09000000000000001,0.8362,B_lock,0.0,,8400.0,-2.4999999999999994e-05,0.0
140,random,随机补贴,6100,0.165,0.72445,B_lock,0.0,,9800.0,-1.3775510204081631e-05,0.0
140,random,随机补贴,6101,0.14666666666666667,0.7496888888888888,B_lock,0.0,,9800.0,-1.564625850340136e-05,0.0
140,random,随机补贴,6102,0.13166666666666668,0.7713388888888888,B_lock,0.0,,9800.0,-1.7176870748299317e-05,0.0
140,random,随机补贴,6103,0.15833333333333333,0.7334722222222223,B_lock,0.0,,9800.0,-1.4455782312925169e-05,0.0
140,random,随机补贴,6104,0.12666666666666668,0.7787555555555554,B_lock,0.0,,9800.0,-1.768707482993197e-05,0.0
140,random,随机补贴,6105,0.09,0.8362,B_lock,0.0,,9800.0,-2.1428571428571428e-05,0.0
140,random,随机补贴,6106,0.12166666666666667,0.7862722222222223,B_lock,0.0,,9800.0,-1.8197278911564623e-05,0.0
140,random,随机补贴,6107,0.13833333333333334,0.7616055555555556,B_lock,0.0,,9800.0,-1.6496598639455782e-05,0.0
140,random,随机补贴,6108,0.1,0.8200000000000001,B_lock,0.0,,9800.0,-2.040816326530612e-05,0.0
140,random,随机补贴,6109,0.15666666666666668,0.7357555555555555,B_lock,0.0,,9800.0,-1.4625850340136053e-05,0.0
140,random,随机补贴,6110,0.16833333333333333,0.7200055555555556,B_lock,0.0,,9800.0,-1.3435374149659862e-05,0.0
140,random,随机补贴,6111,0.14166666666666666,0.7568055555555557,B_lock,0.0,,9800.0,-1.615646258503401e-05,0.0
140,random,随机补贴,6112,0.16,0.7311999999999999,B_lock,0.0,,9800.0,-1.4285714285714284e-05,0.0
140,random,随机补贴,6113,0.20833333333333331,0.6701388888888891,coexist,0.0,,9800.0,-9.353741496598641e-06,0.0
140,random,随机补贴,6114,0.20166666666666666,0.6780055555555555,coexist,0.0,,9800.0,-1.0034013605442176e-05,0.0
140,random,随机补贴,6115,0.14833333333333334,0.747338888888889,B_lock,0.0,,9800.0,-1.5476190476190473e-05,0.0
140,random,随机补贴,6116,0.15666666666666668,0.7357555555555555,B_lock,0.0,,9800.0,-1.4625850340136053e-05,0.0
140,random,随机补贴,6117,0.18,0.7048000000000001,B_lock,0.0,,9800.0,-1.2244897959183673e-05,0.0
140,random,随机补贴,6118,0.22833333333333333,0.6476055555555557,coexist,0.0,,9800.0,-7.312925170068026e-06,0.0
140,random,随机补贴,6119,0.13333333333333336,0.768888888888889,B_lock,0.0,,9800.0,-1.700680272108843e-05,0.0
140,random,随机补贴,6120,0.12833333333333333,0.7762722222222223,B_lock,0.0,,9800.0,-1.7517006802721088e-05,0.0
140,random,随机补贴,6121,0.15666666666666668,0.7357555555555555,B_lock,0.0,,9800.0,-1.4625850340136053e-05,0.0
140,random,随机补贴,6122,0.155,0.7380499999999999,B_lock,0.0,,9800.0,-1.4795918367346938e-05,0.0
140,random,随机补贴,6123,0.14666666666666667,0.7496888888888888,B_lock,0.0,,9800.0,-1.564625850340136e-05,0.0
140,random,随机补贴,6124,0.16166666666666668,0.728938888888889,B_lock,0.0,,9800.0,-1.4115646258503398e-05,0.0
140,random,随机补贴,6125,0.15833333333333333,0.7334722222222223,B_lock,0.0,,9800.0,-1.4455782312925169e-05,0.0
140,random,随机补贴,6126,0.08,0.8528,B_lock,0.0,,9800.0,-2.244897959183673e-05,0.0
140,random,随机补贴,6127,0.115,0.7964500000000001,B_lock,0.0,,9800.0,-1.8877551020408164e-05,0.0
140,random,随机补贴,6128,0.14166666666666666,0.7568055555555557,B_lock,0.0,,9800.0,-1.615646258503401e-05,0.0
140,random,随机补贴,6129,0.10166666666666667,0.8173388888888888,B_lock,0.0,,9800.0,-2.0238095238095234e-05,0.0
140,random,随机补贴,6130,0.21666666666666667,0.6605555555555556,coexist,0.0,,9800.0,-8.503401360544216e-06,0.0
140,random,随机补贴,6131,0.15666666666666668,0.7357555555555555,B_lock,0.0,,9800.0,-1.4625850340136053e-05,0.0
140,random,随机补贴,6132,0.16333333333333333,0.7266888888888889,B_lock,0.0,,9800.0,-1.3945578231292516e-05,0.0
140,random,随机补贴,6133,0.09166666666666667,0.8334722222222222,B_lock,0.0,,9800.0,-2.1258503401360543e-05,0.0
140,random,随机补贴,6134,0.15666666666666668,0.7357555555555555,B_lock,0.0,,9800.0,-1.4625850340136053e-05,0.0
140,random,随机补贴,6135,0.175,0.7112499999999999,B_lock,0.0,,9800.0,-1.2755102040816327e-05,0.0
140,random,随机补贴,6136,0.15,0.7449999999999999,B_lock,0.0,,9800.0,-1.530612244897959e-05,0.0
140,random,随机补贴,6137,0.185,0.6984499999999999,B_lock,0.0,,9800.0,-1.173469387755102e-05,0.0
140,random,随机补贴,6138,0.105,0.8120499999999999,B_lock,0.0,,9800.0,-1.989795918367347e-05,0.0
140,random,随机补贴,6139,0.11333333333333334,0.7990222222222223,B_lock,0.0,,9800.0,-1.9047619047619046e-05,0.0
140,random,随机补贴,6140,0.22666666666666668,0.6494222222222221,coexist,0.0,,9800.0,-7.4829931972789084e-06,0.0
140,random,随机补贴,6141,0.11333333333333334,0.7990222222222223,B_lock,0.0,,9800.0,-1.9047619047619046e-05,0.0
140,random,随机补贴,6142,0.17666666666666667,0.7090888888888889,B_lock,0.0,,9800.0,-1.2585034013605442e-05,0.0
140,random,随机补贴,6143,0.15000000000000002,0.7449999999999999,B_lock,0.0,,9800.0,-1.5306122448979588e-05,0.0
140,random,随机补贴,6144,0.10833333333333334,0.8068055555555554,B_lock,0.0,,9800.0,-1.95578231292517e-05,0.0
140,random,随机补贴,6145,0.15833333333333333,0.7334722222222223,B_lock,0.0,,9800.0,-1.4455782312925169e-05,0.0
140,random,随机补贴,6146,0.16499999999999998,0.7244499999999999,B_lock,0.0,,9800.0,-1.3775510204081634e-05,0.0
140,random,随机补贴,6147,0.15,0.7449999999999999,B_lock,0.0,,9800.0,-1.530612244897959e-05,0.0
140,random,随机补贴,6148,0.13999999999999999,0.7591999999999999,B_lock,0.0,,9800.0,-1.6326530612244897e-05,0.0
140,random,随机补贴,6149,0.12833333333333333,0.7762722222222223,B_lock,0.0,,9800.0,-1.7517006802721088e-05,0.0
140,two_sided_targeted,双边精准,6100,0.9666666666666666,0.9355555555555553,A_lock,1.0,5.0,9800.0,6.802721088435373e-05,0.0
140,two_sided_targeted,双边精准,6101,0.9416666666666667,0.8901388888888888,A_lock,1.0,17.0,9800.0,6.547619047619047e-05,0.0
140,two_sided_targeted,双边精准,6102,0.15333333333333332,0.7403555555555557,B_lock,0.0,,9800.0,-1.4965986394557824e-05,0.0
140,two_sided_targeted,双边精准,6103,0.94,0.8872,A_lock,1.0,4.0,9800.0,6.530612244897959e-05,0.0
140,two_sided_targeted,双边精准,6104,0.18333333333333335,0.7005555555555556,B_lock,0.0,,9800.0,-1.1904761904761902e-05,0.0
140,two_sided_targeted,双边精准,6105,0.16666666666666666,0.7222222222222223,B_lock,0.0,,9800.0,-1.3605442176870749e-05,0.0
140,two_sided_targeted,双边精准,6106,0.9616666666666667,0.9262722222222222,A_lock,1.0,6.0,9800.0,6.751700680272109e-05,0.0
