u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,step,seed,experiment,multi_home_cost,rho,scenario_label,u0,m0,allow_multi_home,multi_home_share
0.495,0.7900000000000001,0.6900000000000002,0.25,0.15,0.6,0.6425000000000001,0.29500000000000015,0.0,7,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5325,0.7950000000000002,0.6450000000000001,0.3,0.15,0.55,0.6637500000000001,0.3275000000000001,0.0,8,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.58,0.8300000000000001,0.7300000000000002,0.2,0.1,0.7,0.7050000000000001,0.41000000000000003,0.0,9,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.56,0.8350000000000002,0.6850000000000002,0.25,0.1,0.65,0.6975000000000001,0.39500000000000024,0.0,10,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5975,0.8400000000000001,0.6400000000000001,0.3,0.1,0.6,0.71875,0.4375000000000001,0.0,11,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5775,0.8150000000000002,0.865,0.05,0.1,0.85,0.69625,0.3925000000000002,0.0,12,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.525,0.7150000000000001,0.5650000000000001,0.4,0.25,0.35,0.6200000000000001,0.2400000000000001,0.0,13,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.555,0.7950000000000002,0.6450000000000001,0.3,0.15,0.55,0.675,0.3500000000000002,0.0,14,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.575,0.655,0.7050000000000001,0.25,0.3,0.45,0.615,0.22999999999999998,0.0,15,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4975,0.77,0.47000000000000003,0.5,0.2,0.3,0.63375,0.2725,0.0,16,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5725,0.8150000000000001,0.465,0.5,0.15,0.35,0.6937500000000001,0.38750000000000007,0.0,17,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.645,0.8350000000000002,0.6850000000000002,0.25,0.1,0.65,0.7400000000000001,0.4800000000000002,0.0,18,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.595,0.7450000000000001,0.6950000000000002,0.25,0.2,0.55,0.67,0.3400000000000001,0.0,19,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.515,0.8300000000000001,0.7300000000000002,0.2,0.1,0.7,0.6725000000000001,0.3450000000000001,0.0,20,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5175,0.8700000000000001,0.7700000000000002,0.15,0.05,0.8,0.6937500000000001,0.38750000000000007,0.0,21,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.53,0.7350000000000001,0.7850000000000001,0.15,0.2,0.65,0.6325000000000001,0.2650000000000001,0.0,22,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4875,0.6450000000000001,0.7950000000000002,0.15,0.3,0.55,0.56625,0.15750000000000014,0.0,23,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4575,0.7250000000000002,0.875,0.05,0.2,0.75,0.59125,0.2675000000000002,0.0,24,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4475,0.6050000000000001,0.7550000000000001,0.2,0.35,0.45,0.5262500000000001,0.15750000000000008,0.0,25,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.415,0.6000000000000001,0.8000000000000002,0.15,0.35,0.5,0.5075000000000001,0.1850000000000001,0.0,26,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.42,0.6850000000000002,0.8350000000000002,0.1,0.25,0.65,0.5525000000000001,0.2650000000000002,0.0,27,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4575,0.885,0.6350000000000001,0.3,0.05,0.65,0.67125,0.4275,0.0,28,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5975,0.7950000000000002,0.6450000000000001,0.3,0.15,0.55,0.69625,0.3925000000000002,0.0,29,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5425,0.425,0.775,0.2,0.55,0.25,0.48375,0.1175,0.0,30,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4475,0.655,0.7050000000000001,0.25,0.3,0.45,0.55125,0.20750000000000002,0.0,31,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.49,0.5400000000000001,0.9399999999999998,0.0,0.4,0.6,0.5150000000000001,0.050000000000000155,0.0,32,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4125,0.6950000000000001,0.7450000000000001,0.2,0.25,0.55,0.55375,0.2825000000000001,0.0,33,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.445,0.7350000000000001,0.7850000000000001,0.15,0.2,0.65,0.5900000000000001,0.2900000000000001,0.0,34,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4575,0.6500000000000001,0.7500000000000002,0.2,0.3,0.5,0.5537500000000001,0.19250000000000012,0.0,35,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.46,0.7900000000000001,0.6900000000000002,0.25,0.15,0.6,0.6250000000000001,0.3300000000000001,0.0,36,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.505,0.8450000000000003,0.5950000000000001,0.35,0.1,0.55,0.6750000000000002,0.3500000000000003,0.0,37,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.58,0.85,0.55,0.4,0.1,0.5,0.715,0.42999999999999994,0.0,38,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.59,0.6950000000000001,0.7450000000000001,0.2,0.25,0.55,0.6425000000000001,0.28500000000000003,0.0,39,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.49,0.7450000000000001,0.6950000000000001,0.25,0.2,0.55,0.6175,0.2550000000000001,0.0,40,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5325,0.7450000000000001,0.6950000000000001,0.25,0.2,0.55,0.63875,0.2775000000000001,0.0,41,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.53,0.8,0.6000000000000001,0.35,0.15,0.5,0.665,0.33000000000000007,0.0,42,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.545,0.6500000000000001,0.7500000000000001,0.2,0.3,0.5,0.5975000000000001,0.19500000000000017,0.0,43,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.47,0.7850000000000001,0.7350000000000001,0.2,0.15,0.65,0.6275000000000001,0.31500000000000017,0.0,44,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5225,0.7350000000000001,0.7850000000000001,0.15,0.2,0.65,0.62875,0.25750000000000006,0.0,45,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4875,0.6950000000000001,0.7450000000000001,0.2,0.25,0.55,0.59125,0.20750000000000007,0.0,46,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5075,0.6850000000000002,0.8350000000000002,0.1,0.25,0.65,0.5962500000000001,0.19250000000000012,0.0,47,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4475,0.7050000000000002,0.655,0.3,0.25,0.45,0.5762500000000002,0.2575000000000002,0.0,48,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5025,0.6200000000000001,0.6200000000000001,0.35,0.35,0.3,0.56125,0.12250000000000005,0.0,49,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.495,0.6600000000000001,0.6600000000000001,0.3,0.3,0.4,0.5775000000000001,0.16500000000000015,0.0,50,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4975,0.85,0.55,0.4,0.1,0.5,0.67375,0.3525,0.0,51,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5275,0.655,0.7050000000000001,0.25,0.3,0.45,0.59125,0.1825,0.0,52,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4975,0.555,0.805,0.15,0.4,0.45,0.52625,0.05750000000000005,0.0,53,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4275,0.7950000000000002,0.6450000000000001,0.3,0.15,0.55,0.6112500000000001,0.36750000000000016,0.0,54,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.54,0.7400000000000001,0.7400000000000001,0.2,0.2,0.6,0.6400000000000001,0.28000000000000014,0.0,55,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5125,0.8750000000000002,0.7250000000000002,0.2,0.05,0.75,0.6937500000000001,0.3875000000000002,0.0,56,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5575,0.7400000000000001,0.7400000000000001,0.2,0.2,0.6,0.64875,0.2975000000000001,0.0,57,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.53,0.665,0.615,0.35,0.3,0.35,0.5975,0.19500000000000006,0.0,58,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5525,0.8099999999999999,0.51,0.45,0.15,0.4,0.6812499999999999,0.36249999999999993,0.0,59,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.6525,0.7550000000000001,0.6050000000000001,0.35,0.2,0.45,0.7037500000000001,0.4075000000000001,0.0,60,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5925,0.7000000000000001,0.7000000000000001,0.25,0.25,0.5,0.64625,0.2925000000000001,0.0,61,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5125,0.7850000000000001,0.7350000000000001,0.2,0.15,0.65,0.64875,0.2975000000000001,0.0,62,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4975,0.5950000000000001,0.845,0.1,0.35,0.55,0.54625,0.09750000000000009,0.0,63,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.3925,0.7850000000000001,0.7350000000000001,0.2,0.15,0.65,0.5887500000000001,0.3925000000000001,0.0,64,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.495,0.7000000000000001,0.7000000000000001,0.25,0.25,0.5,0.5975,0.20500000000000007,0.0,65,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.49,0.5950000000000001,0.845,0.1,0.35,0.55,0.5425,0.1050000000000001,0.0,66,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4025,0.76,0.56,0.4,0.2,0.4,0.58125,0.3575,0.0,67,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.54,0.6950000000000001,0.7450000000000001,0.2,0.25,0.55,0.6175,0.2350000000000001,0.0,68,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4925,0.7900000000000001,0.6900000000000002,0.25,0.15,0.6,0.6412500000000001,0.29750000000000015,0.0,69,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.55,0.7450000000000002,0.6950000000000001,0.25,0.2,0.55,0.6475000000000002,0.29500000000000026,0.0,70,5712,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.7375,0.845,0.5950000000000001,0.35,0.1,0.55,0.79125,0.5825,0.0,1,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.635,0.7950000000000002,0.6450000000000001,0.3,0.15,0.55,0.7150000000000001,0.43000000000000016,0.0,2,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5775,0.7100000000000002,0.6100000000000001,0.35,0.25,0.4,0.64375,0.2875000000000002,0.0,3,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.57,0.8200000000000001,0.42000000000000004,0.55,0.15,0.3,0.6950000000000001,0.39,0.0,4,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.63,0.7950000000000002,0.6450000000000001,0.3,0.15,0.55,0.7125000000000001,0.42500000000000016,0.0,5,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.55,0.7450000000000001,0.6950000000000001,0.25,0.2,0.55,0.6475000000000001,0.29500000000000015,0.0,6,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5375,0.7400000000000001,0.7400000000000001,0.2,0.2,0.6,0.63875,0.2775000000000001,0.0,7,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.52,0.7500000000000001,0.6500000000000001,0.3,0.2,0.5,0.635,0.27000000000000013,0.0,8,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.555,0.6950000000000001,0.7450000000000002,0.2,0.25,0.55,0.625,0.2500000000000001,0.0,9,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.51,0.805,0.555,0.4,0.15,0.45,0.6575,0.31500000000000006,0.0,10,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.595,0.6100000000000001,0.7100000000000001,0.25,0.35,0.4,0.6025,0.20500000000000007,0.0,11,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4625,0.51,0.8100000000000002,0.15,0.45,0.4,0.48625,0.04749999999999999,0.0,12,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4425,0.555,0.805,0.15,0.4,0.45,0.49875,0.11250000000000004,0.0,13,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.395,0.765,0.515,0.45,0.2,0.35,0.5800000000000001,0.37,0.0,14,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5275,0.7350000000000001,0.7850000000000001,0.15,0.2,0.65,0.6312500000000001,0.26250000000000007,0.0,15,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5025,0.625,0.575,0.4,0.35,0.25,0.56375,0.12749999999999995,0.0,16,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.52,0.6500000000000001,0.7500000000000001,0.2,0.3,0.5,0.5850000000000001,0.17000000000000015,0.0,17,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4675,0.6500000000000001,0.7500000000000001,0.2,0.3,0.5,0.5587500000000001,0.1825000000000001,0.0,18,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4675,0.7450000000000001,0.6950000000000001,0.25,0.2,0.55,0.6062500000000001,0.2775000000000001,0.0,19,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4575,0.6950000000000001,0.7450000000000001,0.2,0.25,0.55,0.57625,0.23750000000000004,0.0,20,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.47,0.8750000000000002,0.7250000000000002,0.2,0.05,0.75,0.6725000000000001,0.40500000000000025,0.0,21,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5325,0.6100000000000001,0.7100000000000001,0.25,0.35,0.4,0.57125,0.14250000000000007,0.0,22,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.485,0.6400000000000001,0.8400000000000001,0.1,0.3,0.6,0.5625,0.15500000000000014,0.0,23,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4425,0.8350000000000002,0.6850000000000002,0.25,0.1,0.65,0.6387500000000002,0.3925000000000002,0.0,24,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5275,0.6050000000000001,0.7550000000000001,0.2,0.35,0.45,0.56625,0.13250000000000006,0.0,25,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4625,0.6450000000000001,0.7950000000000002,0.15,0.3,0.55,0.5537500000000001,0.1825000000000001,0.0,26,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4225,0.515,0.765,0.2,0.45,0.35,0.46875,0.09250000000000003,0.0,27,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.3825,0.6450000000000001,0.7950000000000002,0.15,0.3,0.55,0.51375,0.2625000000000001,0.0,28,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.405,0.6000000000000001,0.8,0.15,0.35,0.5,0.5025000000000001,0.19500000000000006,0.0,29,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.405,0.8,0.6000000000000001,0.35,0.15,0.5,0.6025,0.395,0.0,30,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.52,0.8,0.6000000000000001,0.35,0.15,0.5,0.66,0.32000000000000006,0.0,31,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5575,0.8350000000000002,0.6850000000000002,0.25,0.1,0.65,0.69625,0.3925000000000002,0.0,32,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5725,0.6500000000000001,0.7500000000000001,0.2,0.3,0.5,0.6112500000000001,0.22250000000000014,0.0,33,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5275,0.7050000000000002,0.655,0.3,0.25,0.45,0.6162500000000001,0.23250000000000015,0.0,34,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.54,0.805,0.555,0.4,0.15,0.45,0.6725000000000001,0.3450000000000001,0.0,35,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5775,0.615,0.665,0.3,0.35,0.35,0.59625,0.1925,0.0,36,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5275,0.7850000000000001,0.7350000000000001,0.2,0.15,0.65,0.65625,0.3125000000000001,0.0,37,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.515,0.6450000000000001,0.7950000000000002,0.15,0.3,0.55,0.5800000000000001,0.16000000000000014,0.0,38,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.52,0.6050000000000001,0.7550000000000001,0.2,0.35,0.45,0.5625,0.1250000000000001,0.0,39,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4275,0.7450000000000001,0.6950000000000001,0.25,0.2,0.55,0.58625,0.3175000000000001,0.0,40,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.555,0.6050000000000001,0.7550000000000001,0.2,0.35,0.45,0.5800000000000001,0.16000000000000014,0.0,41,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.465,0.845,0.5950000000000001,0.35,0.1,0.55,0.655,0.37999999999999995,0.0,42,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5625,0.7100000000000001,0.6100000000000001,0.35,0.25,0.4,0.63625,0.2725000000000001,0.0,43,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5775,0.76,0.56,0.4,0.2,0.4,0.66875,0.3375,0.0,44,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.59,0.8550000000000001,0.5050000000000001,0.45,0.1,0.45,0.7225,0.44500000000000006,0.0,45,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.6075,0.7000000000000001,0.7000000000000001,0.25,0.25,0.5,0.65375,0.3075000000000001,0.0,46,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5475,0.7550000000000001,0.6050000000000001,0.35,0.2,0.45,0.6512500000000001,0.3025000000000001,0.0,47,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5075,0.5650000000000001,0.7150000000000001,0.25,0.4,0.35,0.53625,0.07250000000000001,0.0,48,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4575,0.8350000000000002,0.6850000000000002,0.25,0.1,0.65,0.6462500000000001,0.37750000000000017,0.0,49,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5425,0.6200000000000001,0.6200000000000001,0.35,0.35,0.3,0.58125,0.1625000000000001,0.0,50,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4875,0.6950000000000001,0.7450000000000001,0.2,0.25,0.55,0.59125,0.20750000000000007,0.0,51,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.465,0.5650000000000001,0.7150000000000001,0.25,0.4,0.35,0.515,0.10000000000000003,0.0,52,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4775,0.62,0.62,0.35,0.35,0.3,0.54875,0.14250000000000002,0.0,53,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5025,0.6500000000000001,0.7500000000000001,0.2,0.3,0.5,0.57625,0.15250000000000008,0.0,54,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4525,0.7400000000000001,0.7400000000000001,0.2,0.2,0.6,0.5962500000000001,0.2875000000000001,0.0,55,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5325,0.7400000000000001,0.7400000000000001,0.2,0.2,0.6,0.63625,0.2725000000000001,0.0,56,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.49,0.5950000000000001,0.845,0.1,0.35,0.55,0.5425,0.1050000000000001,0.0,57,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.405,0.6950000000000001,0.7450000000000001,0.2,0.25,0.55,0.55,0.29000000000000004,0.0,58,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.47,0.6950000000000001,0.7450000000000002,0.2,0.25,0.55,0.5825,0.2250000000000001,0.0,59,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4575,0.6050000000000001,0.7550000000000001,0.2,0.35,0.45,0.53125,0.14750000000000008,0.0,60,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.445,0.7850000000000001,0.7350000000000001,0.2,0.15,0.65,0.6150000000000001,0.34000000000000014,0.0,61,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5225,0.7450000000000001,0.6950000000000001,0.25,0.2,0.55,0.63375,0.26750000000000007,0.0,62,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5425,0.6450000000000001,0.7950000000000002,0.15,0.3,0.55,0.59375,0.1875000000000001,0.0,63,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.465,0.8550000000000001,0.5050000000000001,0.45,0.1,0.45,0.66,0.39000000000000007,0.0,64,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.6,0.805,0.555,0.4,0.15,0.45,0.7025,0.405,0.0,65,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.56,0.8300000000000001,0.7300000000000002,0.2,0.1,0.7,0.6950000000000001,0.3900000000000001,0.0,66,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.575,0.7000000000000001,0.7000000000000002,0.25,0.25,0.5,0.6375,0.275,0.0,67,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5,0.6450000000000001,0.7950000000000002,0.15,0.3,0.55,0.5725,0.14500000000000013,0.0,68,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4475,0.7850000000000001,0.7350000000000002,0.2,0.15,0.65,0.6162500000000001,0.33750000000000013,0.0,69,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.485,0.7450000000000001,0.6950000000000001,0.25,0.2,0.55,0.615,0.2600000000000001,0.0,70,5713,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0,5714,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.7475,0.85,0.55,0.4,0.1,0.5,0.7987500000000001,0.5975,0.0,1,5714,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.655,0.76,0.56,0.4,0.2,0.4,0.7075,0.41500000000000004,0.0,2,5714,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.595,0.7950000000000002,0.6450000000000001,0.3,0.15,0.55,0.6950000000000001,0.3900000000000001,0.0,3,5714,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.59,0.8200000000000003,0.8200000000000001,0.1,0.1,0.8,0.7050000000000001,0.41000000000000025,0.0,4,5714,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.5325,0.7350000000000001,0.7850000000000003,0.15,0.2,0.65,0.63375,0.26750000000000007,0.0,5,5714,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
0.4925,0.6900000000000002,0.7900000000000001,0.15,0.25,0.6,0.59125,0.19750000000000018,0.0,6,5714,D_multi_home_paths,0.0,0.9,低成本-高贡献,0.8,0.8,True,1.0
