u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,shortage_A,shortage_B,q_B,step,period_user_subsidy_spend,period_merchant_subsidy_spend,period_quality_investment,seed,experiment,scenario,u0,m0
0.495,0.65,0.35,0.65,0.35,0.0,0.5725,0.15500000000000003,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7201,abm_ode_comparison,弱网络效应,0.8,0.8
0.555,0.5,0.5,0.5,0.5,0.0,0.5275000000000001,0.05500000000000005,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7201,abm_ode_comparison,弱网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.615,0.35,0.65,0.35,0.65,0.0,0.4825,0.265,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.35,0.65,0.35,0.65,0.0,0.4225,0.15500000000000003,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4275,0.4,0.6,0.4,0.6,0.0,0.41375,0.1725,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4725,0.6,0.4,0.6,0.4,0.0,0.53625,0.1275,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.6,0.4,0.6,0.4,0.0,0.5549999999999999,0.10999999999999999,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.53,0.5,0.5,0.5,0.5,0.0,0.515,0.030000000000000027,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4625,0.45,0.55,0.45,0.55,0.0,0.45625000000000004,0.08749999999999997,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.55,0.45,0.55,0.45,0.0,0.51875,0.06250000000000006,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5025,0.55,0.45,0.55,0.45,0.0,0.52625,0.05249999999999999,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.4,0.6,0.4,0.6,0.0,0.44875,0.10249999999999998,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.455,0.4,0.6,0.4,0.6,0.0,0.4275,0.14499999999999996,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.45,0.55,0.45,0.55,0.0,0.46875,0.0625,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.35,0.65,0.35,0.65,0.0,0.4175,0.16500000000000004,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.35,0.65,0.35,0.65,0.0,0.42374999999999996,0.15250000000000002,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4575,0.5,0.5,0.5,0.5,0.0,0.47875,0.04249999999999998,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.65,0.35,0.65,0.35,0.0,0.5825,0.16500000000000004,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.55,0.45,0.55,0.45,0.0,0.5387500000000001,0.07750000000000001,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.55,0.45,0.55,0.45,0.0,0.5387500000000001,0.07750000000000001,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.475,0.5,0.5,0.5,0.5,0.0,0.4875,0.025000000000000022,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4725,0.55,0.45,0.55,0.45,0.0,0.51125,0.07750000000000007,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.55,0.45,0.55,0.45,0.0,0.535,0.07000000000000006,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5425,0.5,0.5,0.5,0.5,0.0,0.52125,0.04249999999999998,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5325,0.3,0.7,0.3,0.7,0.0,0.41625,0.23249999999999998,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.44,0.3,0.7,0.3,0.7,0.0,0.37,0.26,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.475,0.35,0.65,0.35,0.65,0.0,0.4125,0.17500000000000004,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.44,0.4,0.6,0.4,0.6,0.0,0.42000000000000004,0.15999999999999998,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.4,0.6,0.4,0.6,0.0,0.4475,0.10499999999999998,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.48,0.65,0.35,0.65,0.35,0.0,0.565,0.17000000000000004,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.6075,0.65,0.35,0.65,0.35,0.0,0.62875,0.25750000000000006,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5675,0.55,0.45,0.55,0.45,0.0,0.5587500000000001,0.11750000000000005,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5325,0.45,0.55,0.45,0.55,0.0,0.49124999999999996,0.08249999999999996,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.55,0.45,0.55,0.45,0.0,0.535,0.07000000000000006,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.65,0.35,0.65,0.35,0.0,0.5825,0.16500000000000004,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.55,0.45,0.55,0.45,0.0,0.525,0.050000000000000044,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5225,0.5,0.5,0.5,0.5,0.0,0.51125,0.022499999999999964,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.47,0.7,0.3,0.7,0.3,0.0,0.585,0.22999999999999998,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.6,0.4,0.6,0.4,0.0,0.5575,0.11499999999999999,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.7,0.3,0.7,0.3,0.0,0.6074999999999999,0.21499999999999997,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5475,0.65,0.35,0.65,0.35,0.0,0.59875,0.1975,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5225,0.6,0.4,0.6,0.4,0.0,0.56125,0.12249999999999994,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.585,0.6,0.4,0.6,0.4,0.0,0.5925,0.18499999999999994,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.565,0.5,0.5,0.5,0.5,0.0,0.5325,0.06499999999999995,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.56,0.4,0.6,0.4,0.6,0.0,0.48000000000000004,0.16000000000000003,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.45,0.55,0.45,0.55,0.0,0.47,0.06,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.4,0.6,0.4,0.6,0.0,0.44375,0.11249999999999999,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4725,0.4,0.6,0.4,0.6,0.0,0.43625,0.1275,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.4,0.6,0.4,0.6,0.0,0.43875,0.1225,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.6,0.4,0.6,0.4,0.0,0.53875,0.1225,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5025,0.6,0.4,0.6,0.4,0.0,0.55125,0.10249999999999992,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.545,0.45,0.55,0.45,0.55,0.0,0.49750000000000005,0.09500000000000003,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4725,0.6,0.4,0.6,0.4,0.0,0.53625,0.1275,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5325,0.5,0.5,0.5,0.5,0.0,0.51625,0.03249999999999997,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.53,0.5,0.5,0.5,0.5,0.0,0.515,0.030000000000000027,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.6,0.4,0.6,0.4,0.0,0.54125,0.1175,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.55,0.45,0.55,0.45,0.0,0.5387500000000001,0.07750000000000001,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.6,0.4,0.6,0.4,0.0,0.5425,0.11499999999999999,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.4,0.6,0.4,0.6,0.0,0.46375,0.12749999999999995,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4425,0.6,0.4,0.6,0.4,0.0,0.52125,0.15749999999999997,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.3,0.7,0.3,0.7,0.0,0.395,0.21000000000000002,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4575,0.5,0.5,0.5,0.5,0.0,0.47875,0.04249999999999998,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.5,0.5,0.5,0.5,0.0,0.48375,0.03249999999999997,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4625,0.65,0.35,0.65,0.35,0.0,0.55625,0.1875,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.545,0.6,0.4,0.6,0.4,0.0,0.5725,0.14500000000000002,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.55,0.4,0.6,0.4,0.6,0.0,0.47500000000000003,0.15000000000000002,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.46,0.5,0.5,0.5,0.5,0.0,0.48,0.03999999999999998,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4525,0.5,0.5,0.5,0.5,0.0,0.47625,0.04749999999999999,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.5325,0.45,0.55,0.45,0.55,0.0,0.49124999999999996,0.08249999999999996,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.46,0.4,0.6,0.4,0.6,0.0,0.43000000000000005,0.13999999999999996,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.4525,0.6,0.4,0.6,0.4,0.0,0.52625,0.14749999999999996,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.56,0.55,0.45,0.55,0.45,0.0,0.555,0.1100000000000001,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7202,abm_ode_comparison,弱网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5625,0.8,0.2,0.8,0.2,0.0,0.68125,0.36250000000000004,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5875,0.55,0.45,0.55,0.45,0.0,0.5687500000000001,0.13750000000000007,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5175,0.55,0.45,0.55,0.45,0.0,0.53375,0.0675,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.555,0.5,0.5,0.5,0.5,0.0,0.5275000000000001,0.05500000000000005,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.45,0.55,0.45,0.55,0.0,0.47375,0.05249999999999999,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.48,0.55,0.45,0.55,0.45,0.0,0.515,0.07000000000000006,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5025,0.5,0.5,0.5,0.5,0.0,0.50125,0.0024999999999999467,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.47,0.45,0.55,0.45,0.55,0.0,0.45999999999999996,0.08000000000000002,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.6,0.4,0.6,0.4,0.0,0.56,0.12,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.53,0.45,0.55,0.45,0.55,0.0,0.49,0.08000000000000002,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5025,0.5,0.5,0.5,0.5,0.0,0.50125,0.0024999999999999467,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.45,0.55,0.45,0.55,0.0,0.46875,0.0625,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.47,0.7,0.3,0.7,0.3,0.0,0.585,0.22999999999999998,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.555,0.55,0.45,0.55,0.45,0.0,0.5525,0.1050000000000001,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.35,0.65,0.35,0.65,0.0,0.425,0.15000000000000002,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4725,0.4,0.6,0.4,0.6,0.0,0.43625,0.1275,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.5,0.5,0.5,0.5,0.0,0.48250000000000004,0.034999999999999976,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.55,0.45,0.55,0.45,0.0,0.53125,0.0625,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.4,0.6,0.4,0.6,0.0,0.44375,0.11249999999999999,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.4,0.6,0.4,0.6,0.0,0.4325,0.13499999999999995,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4425,0.55,0.45,0.55,0.45,0.0,0.49625,0.10750000000000004,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4925,0.55,0.45,0.55,0.45,0.0,0.52125,0.05750000000000005,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5525,0.35,0.65,0.35,0.65,0.0,0.45125,0.2025,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.48,0.35,0.65,0.35,0.65,0.0,0.415,0.17000000000000004,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.45,0.55,0.45,0.55,0.0,0.46875,0.0625,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4525,0.6,0.4,0.6,0.4,0.0,0.52625,0.14749999999999996,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4625,0.55,0.45,0.55,0.45,0.0,0.5062500000000001,0.08750000000000002,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.535,0.55,0.45,0.55,0.45,0.0,0.5425,0.08500000000000008,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.5,0.5,0.5,0.5,0.0,0.4925,0.015000000000000013,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.65,0.35,0.65,0.35,0.0,0.5675,0.16500000000000004,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5575,0.45,0.55,0.45,0.55,0.0,0.50375,0.10749999999999998,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.4,0.6,0.4,0.6,0.0,0.44125000000000003,0.1175,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.5,0.5,0.5,0.5,0.0,0.49124999999999996,0.017500000000000016,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.65,0.35,0.65,0.35,0.0,0.575,0.15000000000000002,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5225,0.2,0.8,0.2,0.8,0.0,0.36124999999999996,0.32249999999999995,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4275,0.6,0.4,0.6,0.4,0.0,0.5137499999999999,0.1725,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.35,0.65,0.35,0.65,0.0,0.43,0.16000000000000003,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.4,0.6,0.4,0.6,0.0,0.44125000000000003,0.1175,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4475,0.5,0.5,0.5,0.5,0.0,0.47375,0.05249999999999999,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.65,0.35,0.65,0.35,0.0,0.56875,0.16250000000000003,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.545,0.4,0.6,0.4,0.6,0.0,0.47250000000000003,0.14500000000000002,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.65,0.35,0.65,0.35,0.0,0.5800000000000001,0.16000000000000003,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.565,0.45,0.55,0.45,0.55,0.0,0.5075,0.11499999999999994,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.55,0.45,0.55,0.45,0.0,0.535,0.07000000000000006,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5375,0.45,0.55,0.45,0.55,0.0,0.49375,0.08749999999999997,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4325,0.5,0.5,0.5,0.5,0.0,0.46625,0.0675,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.6,0.4,0.6,0.4,0.0,0.5562499999999999,0.11249999999999993,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.55,0.45,0.55,0.45,0.0,0.525,0.050000000000000044,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.55,0.45,0.55,0.45,0.0,0.53125,0.0625,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5075,0.5,0.5,0.5,0.5,0.0,0.5037499999999999,0.007499999999999951,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.3,0.7,0.3,0.7,0.0,0.40249999999999997,0.20500000000000002,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.45,0.4,0.6,0.4,0.6,0.0,0.42500000000000004,0.14999999999999997,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.45,0.55,0.45,0.55,0.0,0.46375,0.07250000000000001,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.55,0.45,0.55,0.45,0.0,0.5075000000000001,0.08500000000000002,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.4,0.6,0.4,0.6,0.0,0.4575,0.11499999999999999,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4725,0.5,0.5,0.5,0.5,0.0,0.48624999999999996,0.027500000000000024,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.6,0.4,0.6,0.4,0.0,0.5449999999999999,0.10999999999999999,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.525,0.6,0.4,0.6,0.4,0.0,0.5625,0.125,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.5,0.5,0.5,0.5,0.0,0.5075000000000001,0.015000000000000013,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.55,0.45,0.55,0.45,0.0,0.5225,0.05500000000000005,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.4,0.6,0.4,0.6,0.0,0.44875,0.10249999999999998,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.4,0.6,0.4,0.6,0.0,0.43375,0.13249999999999995,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.6,0.4,0.6,0.4,0.0,0.54375,0.11249999999999999,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4725,0.65,0.35,0.65,0.35,0.0,0.56125,0.17750000000000005,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5075,0.45,0.55,0.45,0.55,0.0,0.47875,0.05749999999999994,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.5,0.5,0.5,0.5,0.0,0.495,0.010000000000000009,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.6,0.4,0.6,0.4,0.0,0.56375,0.12749999999999995,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.45,0.55,0.45,0.55,0.0,0.48250000000000004,0.065,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.45,0.55,0.45,0.55,0.0,0.46875,0.0625,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7203,abm_ode_comparison,弱网络效应,0.8,0.8
